1.10.100.1	999999999999999990573340
6.866.957.59	75285
4.440.301.89	53572
4.507.852.83	67821
6.789.564.52	96518
3.628.802.25	22848
6.739.526.94	99125
6.276.854.93	5525
2.818.863.94	34496
6.136.889.60	71798
2.392.263.29	55153
8.445.573.65	67895
4.737.183.82	48836
8.656.120.77	75116
7.401.638.19	18476
5.350.662.73	15282
8.870.516.59	58721
7.516.404.26	48866
3.978.169.31	21485
6.680.534.51	32640
2.187.134.26	53751
3.274.386.64	36755
5.888.278.89	22564
6.419.152.94	17595
6.107.420.66	34518
8.127.191.48	42358
5.523.456.45	30228
7.967.153.53	74383
4.974.468.31	98289
4.405.352.11	9352
2.927.629.86	12914
2.121.868.26	92082
6.524.105.38	14998
6.103.663.15	6462
3.132.425.98	92722
4.720.917.65	72004
8.615.132.11	9817
3.615.256.47	95060
3.240.367.47	2508
5.679.332.92	95226
2.639.303.76	64942
2.444.916.82	23446
6.492.865.38	62071
2.993.101.52	87558
8.993.342.87	24469
4.453.458.38	33404
8.115.273.92	65425
5.721.132.31	60537
7.612.835.13	97363
2.164.863.94	30530
6.671.914.81	97391
8.241.232.41	68133
7.294.703.66	4969
8.865.429.17	56362
2.949.252.89	58890
4.364.216.95	80270
8.593.737.97	70619
3.393.762.65	26398
2.412.568.84	91810
7.895.299.32	50464
4.595.184.87	70180
5.127.964.96	9420
3.298.831.22	15274
3.279.143.23	76061
4.462.118.81	53622
5.467.623.18	64841
4.933.881.23	41615
7.868.766.54	90838
8.136.248.80	19033
8.697.512.22	25922
3.439.229.70	36533
4.353.311.66	61147
3.707.796.50	1567
2.530.451.35	78026
7.271.736.97	64092
4.604.225.62	72683
7.715.416.54	76260
4.922.924.56	77370
6.538.208.31	38607
8.114.193.22	66566
6.769.385.49	49771
3.572.707.40	46875
5.763.471.66	61583
5.267.358.46	44467
5.282.316.12	67420
3.460.968.64	7058
2.642.362.76	78230
8.352.681.33	48810
5.124.213.72	93065
2.391.856.71	101121
4.332.762.67	59209
7.213.551.70	75338
7.525.939.12	60769
3.645.706.16	4615
3.459.892.36	39687
2.440.404.47	6573
7.482.304.26	93233
4.919.738.92	86424
4.680.415.25	58791
5.785.208.33	51003
6.408.797.34	88435
5.384.475.88	78874
2.738.968.70	49047
4.982.411.75	33931
5.741.609.62	52040
4.224.450.41	56191
8.669.287.86	66474
4.942.221.33	72390
8.672.783.17	24398
3.672.802.93	76703
6.795.137.61	83294
5.307.745.51	97550
5.624.907.61	47315
6.910.921.54	30463
3.550.488.98	76534
4.611.933.18	94510
7.971.632.28	101813
6.771.857.54	80142
4.593.853.24	36923
5.215.182.44	85396
4.952.514.52	14617
5.306.119.58	69462
6.457.361.20	68872
6.175.860.33	83147
4.489.773.70	22124
4.396.428.84	89444
5.805.712.68	98467
4.706.638.69	94465
6.583.392.62	66950
8.490.678.37	4265
7.435.727.26	12706
4.503.705.10	91742
7.607.596.29	28502
3.234.780.26	39512
3.576.897.87	59471
3.779.910.97	74985
2.210.780.30	15031
3.286.776.13	37101
3.175.954.76	58945
6.310.240.43	41051
5.833.136.97	11126
6.102.229.26	7190
8.928.973.86	23412
5.569.785.67	98661
7.308.782.65	90676
6.525.394.41	28780
6.754.997.80	38769
2.931.181.82	94068
7.377.107.46	1714
5.452.847.72	6938
5.235.476.19	92052
7.895.949.24	33368
7.460.719.74	50680
7.413.440.88	95738
2.354.293.70	70891
8.175.398.12	63693
7.895.992.70	39964
7.988.483.25	97402
5.221.193.33	26722
3.930.869.63	76920
6.214.909.94	38846
2.576.501.70	94238
3.648.680.56	50025
6.931.560.25	80625
6.484.312.52	59209
6.127.110.79	31341
4.276.966.13	42090
5.757.337.65	7282
7.412.319.15	8506
3.863.295.11	84177
4.543.112.89	64003
5.111.606.19	29083
3.543.480.90	78983
6.667.612.23	11458
8.272.954.12	79811
4.195.495.13	91817
7.470.969.73	28140
4.384.460.24	40031
4.252.766.69	62140
5.332.121.86	32692
4.284.690.29	61829
5.946.284.69	64576
4.168.162.95	9669
2.204.152.22	78022
7.350.662.45	97579
3.669.988.89	51416
2.159.469.57	92250
8.184.973.80	83190
3.608.294.68	71980
3.174.867.84	21717
5.959.596.29	70620
5.789.372.92	58288
6.218.404.85	27249
4.464.751.25	70816
