creditor	2.899.888.70	307
creditor	5.571.162.42	173
creditor	5.611.484.98	617
creditor	7.471.213.96	87
creditor	2.455.118.85	451
creditor	8.620.348.38	800
creditor	8.751.158.59	137
creditor	6.261.989.51	97
creditor	5.349.196.87	35
creditor	6.906.556.95	210
creditor	6.759.229.68	311
creditor	3.513.227.30	907
creditor	2.283.801.38	20
creditor	8.213.385.88	678
creditor	5.149.135.53	911
creditor	2.921.181.74	96
creditor	4.414.561.68	217
creditor	7.566.269.97	409
creditor	5.930.594.82	37
creditor	7.753.393.55	437
creditor	4.821.907.93	851
creditor	8.268.154.72	879
creditor	2.869.622.68	102
creditor	4.683.104.82	211
creditor	4.810.322.82	772
creditor	5.132.279.32	445
creditor	6.807.289.32	347
creditor	2.355.490.56	193
creditor	3.845.190.59	619
creditor	6.642.109.92	579
creditor	4.880.333.20	297
creditor	3.422.449.79	807
creditor	7.865.539.51	509
creditor	4.409.485.22	378
creditor	6.548.973.67	885
creditor	6.186.607.62	209
creditor	2.132.233.68	67
creditor	3.738.341.93	225
creditor	5.355.495.38	158
creditor	7.275.110.28	292
creditor	4.162.592.87	863
creditor	7.684.731.42	710
creditor	5.829.422.34	773
creditor	3.978.328.21	886
creditor	7.594.492.79	572
creditor	3.720.553.30	217
creditor	7.462.540.39	709
creditor	8.250.351.64	635
creditor	5.384.680.65	424
creditor	7.282.699.57	791
creditor	7.596.134.56	909
creditor	5.550.266.59	317
creditor	2.889.548.11	755
creditor	4.995.992.88	166
creditor	4.391.837.66	769
creditor	2.240.522.73	615
creditor	7.491.826.51	741
creditor	2.381.378.20	82
creditor	2.946.129.68	679
creditor	4.920.207.82	579
creditor	8.293.563.20	611
creditor	8.675.517.90	271
creditor	8.761.992.27	60
creditor	2.885.487.65	294
creditor	7.861.665.62	922
creditor	3.145.112.88	749
creditor	4.994.341.56	574
creditor	2.737.593.48	506
creditor	3.496.329.95	696
creditor	2.748.595.16	275
creditor	3.967.219.74	467
creditor	8.686.192.14	204
creditor	6.279.572.84	511
creditor	2.493.835.12	121
creditor	3.349.317.66	219
creditor	2.231.286.44	424
creditor	5.105.122.84	827
creditor	8.911.796.12	531
creditor	5.394.892.14	958
creditor	6.491.651.49	763
creditor	3.621.547.91	153
creditor	4.813.963.80	484
creditor	4.517.918.15	313
creditor	7.507.650.55	369
creditor	2.366.758.60	832
creditor	3.373.839.87	662
creditor	7.674.361.82	668
creditor	3.202.459.30	411
creditor	4.127.146.14	546
creditor	3.381.570.51	729
creditor	2.388.925.36	981
creditor	7.683.762.27	271
creditor	2.464.679.82	829
creditor	5.783.473.64	317
creditor	6.443.280.92	642
creditor	6.121.446.44	976
creditor	6.517.154.96	175
creditor	2.435.553.95	342
creditor	5.154.332.97	30
creditor	2.225.401.91	614
creditor	6.260.758.39	543
creditor	6.489.847.32	526
creditor	6.281.833.69	735
creditor	5.715.726.90	748
creditor	4.803.238.85	333
creditor	2.595.150.96	254
creditor	4.305.763.44	620
creditor	4.669.271.31	65
creditor	4.136.119.54	152
creditor	3.441.543.78	155
creditor	3.205.279.35	176
creditor	6.149.317.20	788
creditor	3.265.231.70	926
creditor	7.379.664.24	20
creditor	3.970.269.54	848
creditor	8.909.214.56	580
creditor	7.509.251.29	181
creditor	2.996.623.57	951
creditor	2.425.163.54	290
creditor	4.182.834.64	960
creditor	5.517.852.49	565
creditor	4.659.943.16	860
creditor	3.726.836.52	730
creditor	8.492.895.52	481
creditor	7.814.512.28	914
creditor	3.194.794.57	698
creditor	4.332.973.22	882
creditor	8.185.162.79	174
creditor	4.501.634.23	440
creditor	8.597.225.64	47
creditor	5.162.314.51	111
creditor	7.765.451.69	4
creditor	6.632.273.60	855
creditor	4.441.322.39	955
creditor	4.192.550.85	779
creditor	4.218.110.52	363
creditor	2.849.321.77	486
creditor	4.251.394.52	132
creditor	3.886.995.65	969
creditor	2.843.244.80	822
creditor	7.278.589.29	720
creditor	3.151.333.42	902
creditor	2.449.254.20	32
creditor	5.985.430.34	680
creditor	2.508.596.36	322
